sequence,short_hash,date,status,exe_size,iso_size,message
369,e6d0e4c2,2026-04-02T02:33:00-07:00,failed,0,0,Require summary path types in verification artifacts
370,a8556938,2026-04-02T02:42:54-07:00,failed,0,0,Require unique summary paths in verification artifacts
371,f1af0e99,2026-04-02T02:54:33-07:00,failed,0,0,Expand digest coverage to advertised summary files
372,bdf99de0,2026-04-02T03:03:12-07:00,failed,0,0,Record summary path inventory count
373,94e04b21,2026-04-02T03:13:22-07:00,failed,0,0,Record summary file and directory path counts
374,021309aa,2026-04-02T03:23:46-07:00,failed,0,0,Record summary path class counts
375,d9341b45,2026-04-02T03:33:37-07:00,failed,0,0,Record summary path map count
376,1e92f11d,2026-04-02T03:43:44-07:00,failed,0,0,Record summary path map names
377,5b759444,2026-04-02T03:53:57-07:00,failed,0,0,Record summary path map entry counts
378,80eed130,2026-04-02T04:04:10-07:00,failed,0,0,Record summary path map type counts
379,0d27cabf,2026-04-02T04:14:48-07:00,failed,0,0,Record summary path map file class counts
380,8e33e0ea,2026-04-02T04:24:55-07:00,failed,0,0,Record summary path map entry names
381,58304f61,2026-04-02T04:34:38-07:00,failed,0,0,Record summary path basenames
382,650395f8,2026-04-02T04:44:52-07:00,failed,0,0,Record summary path relpaths
383,a65bde9b,2026-04-02T04:55:11-07:00,failed,0,0,Record summary path depth counts
384,7e2efee7,2026-04-02T05:04:59-07:00,failed,0,0,Record summary path max depth
385,befec77e,2026-04-02T05:15:21-07:00,failed,0,0,Record summary path min nonroot depth
386,4a627ee4,2026-04-02T05:26:33-07:00,failed,0,0,Record summary artifact input count
387,4c71b6cd,2026-04-02T05:37:00-07:00,failed,0,0,Record summary artifact input names
388,fe4a3aa2,2026-04-02T05:45:59-07:00,failed,0,0,Record summary artifact input names sha256
389,90126a52,2026-04-02T05:56:02-07:00,failed,0,0,Record summary artifact input file class counts
390,37e4ed35,2026-04-02T06:07:16-07:00,failed,0,0,Record summary artifact input depth counts
391,ab37f979,2026-04-02T06:16:26-07:00,failed,0,0,Record summary artifact input max depth
392,6f52b9fa,2026-04-02T06:26:47-07:00,failed,0,0,Record summary artifact input min nonroot depth
393,29240746,2026-04-02T06:37:03-07:00,failed,0,0,Record summary artifact input parent dirs sha256
394,ae687a76,2026-04-02T06:46:44-07:00,failed,0,0,Record summary artifact input parent dir count
395,8c3736ed,2026-04-02T06:57:12-07:00,failed,0,0,Record summary artifact input parent dir depth counts
396,33233f98,2026-04-02T07:07:03-07:00,failed,0,0,Record summary artifact input parent dir max depth
397,30582bec,2026-04-02T07:17:04-07:00,failed,0,0,Record summary artifact input parent dir min nonroot depth
398,6ad8ccab,2026-04-02T07:27:19-07:00,failed,0,0,Record summary artifact input parent dir basenames sha256
399,919d688b,2026-04-02T07:37:28-07:00,failed,0,0,Record summary artifact input parent dir basename count
400,8838cadb,2026-04-02T07:47:23-07:00,failed,0,0,Print digest contract summary in verifier
401,69b6a0c0,2026-04-02T07:57:25-07:00,failed,0,0,Print digest contract summary during refresh
402,6844e06b,2026-04-02T08:07:51-07:00,failed,0,0,Add digest contract token to summary text
403,3f77c184,2026-04-02T08:17:53-07:00,failed,0,0,Store digest contract in summary json
404,e9d41812,2026-04-02T08:27:57-07:00,failed,0,0,Assert digest contract during refresh
405,8aad516c,2026-04-02T08:38:27-07:00,failed,0,0,Add digest contract sha256 to summaries
406,58cbdc3e,2026-04-02T08:48:14-07:00,failed,0,0,Print digest contract sha256 in operator output
407,954333fb,2026-04-02T08:58:56-07:00,failed,0,0,Version the digest contract schema
408,f507900b,2026-04-02T09:08:58-07:00,failed,0,0,Record digest contract field count
409,724431e7,2026-04-02T09:17:05-07:00,failed,0,0,Use canonical scene-default boot for MARY 1 capture
410,dbd7158d,2026-04-02T09:25:41-07:00,failed,0,0,Unblock refresh before report generation completes
411,a2d70f4d,2026-04-02T09:29:02-07:00,failed,0,0,Preserve frame regression baselines during refresh
412,82e874f1,2026-04-02T09:37:28-07:00,failed,0,0,Fix verification summary contract hashing check
413,70944b3d,2026-04-02T09:49:56-07:00,failed,0,0,Use canonical scene-default boot for FISHING 1 capture
414,5ffa57e5,2026-04-02T10:26:09-07:00,failed,0,0,Normalize capture artifact paths for deterministic outputs
415,24e3ab70,2026-04-02T10:42:06-07:00,failed,0,0,Remove run-specific noise from capture artifacts
416,1007adf3,2026-04-02T11:26:16-07:00,failed,0,0,Add JOHNNY 1 to deterministic review scene set
417,ba46cf85,2026-04-02T11:57:54-07:00,failed,0,0,Capture later deterministic JOHNNY 1 scene phase
418,a380385d,2026-04-02T13:14:09-07:00,failed,0,0,Fix host exact ADS capture initialization
419,ef30f589,2026-04-02T13:16:10-07:00,failed,0,0,Add exact scene boot mode for host captures
420,98e56ed7,2026-04-02T13:25:07-07:00,failed,0,0,Probe exact MARY 3 in host review refresh
421,7366134e,2026-04-02T13:46:04-07:00,failed,0,0,Use story-direct for exact scene host capture
422,2dec6b9a,2026-04-02T13:54:17-07:00,failed,0,0,Use ADS boot for exact scene host capture
423,a2d5e1ea,2026-04-02T14:23:17-07:00,failed,0,0,Probe ADS-backed MARY 5 in host review refresh
424,4fef3955,2026-04-02T15:06:10-07:00,failed,0,0,Normalize semantic corpus root for deterministic builds
425,6e1ad81c,2026-04-02T15:39:20-07:00,failed,0,0,Disable random island clouds during scripted capture
426,66a08b26,2026-04-02T15:55:20-07:00,failed,0,0,Honor island state overrides during host capture
427,51d23290,2026-04-02T16:39:38-07:00,failed,0,0,Add forced story-day override for host capture
428,bf74f26b,2026-04-02T17:00:23-07:00,failed,0,0,Fix host story direct scene boot parsing
429,3ef33aff,2026-04-02T17:06:29-07:00,failed,0,0,Initialize story state for direct scene boot
430,4f3080fb,2026-04-02T17:15:49-07:00,failed,0,0,Set scene offsets for direct story playback
431,da881f2e,2026-04-02T17:31:29-07:00,failed,0,0,Run lead-in context for requested final story scenes
432,10676344,2026-04-02T18:00:25-07:00,failed,0,0,Honor explicit scene day during host capture
433,24cd41b4,2026-04-02T18:10:13-07:00,failed,0,0,Use story direct for exact host scene capture
434,f320539f,2026-04-02T18:22:48-07:00,failed,0,0,Add raft stage override for host capture
435,56cd2a11,2026-04-02T18:37:51-07:00,failed,0,0,Add scene offset override for host capture
436,62766f0e,2026-04-02T19:16:20-07:00,failed,0,0,Remap MARY 1 capture and stop at final frame
437,afa41b60,2026-04-02T19:45:52-07:00,failed,0,0,Remap FISHING 1 capture to deterministic story body
438,8ba4f0e5,2026-04-02T20:27:56-07:00,failed,0,0,Add capture prelude for remapped story scenes
439,52609099,2026-04-02T20:47:59-07:00,failed,0,0,Add frame-list capture for fishing review scene
440,90fc1341,2026-04-02T21:09:19-07:00,failed,0,0,Trim Mary 1 review frames for cleaner identification corpus
441,58b5180d,2026-04-02T21:48:48-07:00,failed,0,0,Add screenshot character truth and comparison scripts
442,dc9007f3,2026-04-02T21:56:00-07:00,failed,0,0,Add HTML report for screenshot character truth diffs
443,b923d55f,2026-04-02T22:09:32-07:00,failed,0,0,Add PS1 screenshot character check workflow
444,e0221d6b,2026-04-02T22:21:44-07:00,success,124928,38918544,Add overlay-backed PS1 screenshot checks
445,3de5f46c,2026-04-02T22:44:05-07:00,success,124928,38918544,Simplify PS1 screenshot truth checks
446,a16a0d16,2026-04-02T23:27:24-07:00,success,124928,38918544,Support single-scene screenshot truth checks
447,d14aebb1,2026-04-03T06:54:52-07:00,success,124928,38918544,Add one-command PS1 screenshot checks
448,c8f9c850,2026-04-03T07:39:59-07:00,success,124928,38918544,Default PS1 screenshot harness to headless regtest
449,119b8eb7,2026-04-03T08:04:51-07:00,success,129024,38923248,Harden headless PS1 screenshot harness boot path
450,982e56c3,2026-04-03T08:33:54-07:00,success,129024,38923248,Default headless PS1 harness to manifest boots
451,588f93f0,2026-04-03T08:41:13-07:00,success,129024,38923248,Handle PS1 overlay decode misses gracefully
452,d25f447a,2026-04-03T09:23:24-07:00,success,129024,38923248,Move PS1 capture overlay into visible headless viewport
453,a414bf57,2026-04-03T09:36:57-07:00,success,131072,38925600,Add PS1 overlay mask baseline capture mode
454,4d1e23e8,2026-04-03T09:51:48-07:00,success,131072,38925600,Automate paired headless PS1 overlay checks
455,683c57d3,2026-04-03T11:18:10-07:00,success,131072,38925600,Fix PS1 overlay frame composition and panel placement
456,15a2bc1f,2026-04-03T11:40:50-07:00,success,131072,38925600,Use PS1 actor markers to recover character identity
457,03fde49d,2026-04-03T12:32:02-07:00,success,131072,38925600,Ignore draw-count mismatches for overlay-derived PS1 truth
458,fa838a5a,2026-04-03T13:59:04-07:00,success,131072,38925600,Forward console logging in headless scene regtest
459,eaef5bdb,2026-04-03T14:13:29-07:00,success,131072,38925600,Recover coarse PS1 overlay positions from actor panel
460,0a1143ed,2026-04-03T14:25:30-07:00,success,131072,38925600,Align PS1 MARY 1 regtest scene boot with references
461,90ba67c5,2026-04-03T14:44:32-07:00,success,131072,38925600,Fix PS1 boot override parsing for overlay harness
462,0d6e8e93,2026-04-03T15:06:22-07:00,success,131072,38925600,Require explicit headless frame selection for PS1 checks
463,e5b31260,2026-04-03T15:17:18-07:00,success,131072,38925600,Recover named PS1 actor identity from marker panel
464,a7df7fa9,2026-04-03T15:28:01-07:00,success,131072,38925600,Recover coarse PS1 position from actor panel buckets
465,a6e97e92,2026-04-03T15:39:16-07:00,success,131072,38925600,Add explicit boot option to headless PS1 checker
466,e1db92ea,2026-04-03T15:56:41-07:00,success,131072,38925600,Guard headless skip-build against stale boot override
467,b92cd7c9,2026-04-03T16:02:57-07:00,success,131072,38925600,Seed headless PS1 regtests by default
468,33f88164,2026-04-03T16:54:19-07:00,success,131072,38925600,Reject bogus wrapper options in PS1 check script
469,9710b128,2026-04-03T18:11:00-07:00,success,131072,38925600,Skip PS1 title screen for scripted boot overrides
470,325e51df,2026-04-03T18:50:30-07:00,success,131072,38925600,Serialize headless PS1 regtest builds
471,c15ffd66,2026-04-03T19:31:29-07:00,success,131072,38925600,Add PS1 capture mode runtime marker
472,ba8ef05f,2026-04-03T19:52:12-07:00,success,131072,38925600,Record raw DuckStation hashes in regtest results
473,26f8fff3,2026-04-03T21:42:39-07:00,success,131072,38925600,Fix PS1 scripted boot graphics initialization
474,d27129fb,2026-04-04T02:59:04-07:00,success,133120,38927952,Parse PS1 boot scene modifiers
475,053ff31c,2026-04-04T03:17:06-07:00,success,135168,38930304,Add fishing restore pilot to PS1 header
476,b2e43a96,2026-04-04T03:51:28-07:00,success,135168,38930304,Fix PS1 regtest printf extraction
477,4ac4aea0,2026-04-04T04:49:54-07:00,success,135168,38930304,Support tagged direct TTM boots on PS1
478,3a6d6f55,2026-04-04T05:07:12-07:00,success,135168,38930304,Initialize ADS scene state for direct TTM boots
479,ec68a346,2026-04-04T05:13:30-07:00,success,135168,38930304,Avoid actor hallucinations without panel markers
480,0166fa85,2026-04-04T06:39:57-07:00,success,135168,38930304,Apply PS1 island boot overrides before direct boots
481,8577e4f1,2026-04-04T06:48:31-07:00,success,135168,38930304,Route PS1 ADS scene layers through background surface
482,d6d9fe7e,2026-04-04T12:13:15-07:00,success,133120,38927952,Unblock BUILDING scenes and fix PS1 printf crashes in game loop
483,4b41607d,2026-04-04T12:42:51-07:00,success,133120,38927952,Improve cold-boot ADS recovery and mark FISHING 1/2 blocked
484,397ef64c,2026-04-04T13:49:20-07:00,success,133120,38927952,Add development environment setup script for Pop!_OS/Ubuntu
485,ef138f5a,2026-04-04T14:19:16-07:00,success,133120,38927952,Add PS1 binary library builder for historical regression analysis
486,3cc47f01,2026-04-04T14:23:28-07:00,success,133120,38927952,Clean up repository and add PS1 testing documentation
487,874dbb42,2026-04-06T07:58:39-07:00,success,133120,38927952,Add binary-library scene sweep harness
488,59736351,2026-04-06T08:42:34-07:00,success,135168,38930304,Apply PS1 story boot overrides before scripted runs
489,6ed9dd63,2026-04-06T09:24:28-07:00,success,135168,38930304,Add reference compare to binary-library scene sweep
490,3e7c3aa4,2026-04-06T10:10:17-07:00,success,135168,38930304,Tighten title-screen detection for scene compare
491,2ddee64f,2026-04-06T10:37:41-07:00,success,135168,38930304,Make story scene boots exact by default
492,186e6fe3,2026-04-07T08:10:35-07:00,success,135168,38930304,Add late-scene compare knobs to binlib scene sweep
493,a54fc964,2026-04-07T08:11:37-07:00,success,135168,38930304,Use shared Docker detection in binary library builder
494,9dade7e4,2026-04-07T12:14:22-07:00,success,135168,38930304,Add PS1 vs host review page wrapper
495,93d72e4f,2026-04-07T12:17:36-07:00,success,135168,38930304,Archive PS1 tooling commits in binary library
496,11611e6f,2026-04-07T13:28:20-07:00,success,135168,38930304,Fix binary library append sequencing
497,9b4f55cd,2026-04-07T13:40:07-07:00,success,135168,38930304,Embed VLM scene verdict in review HTML
498,2dc80b71,2026-04-07T13:54:27-07:00,success,135168,38930304,Auto-resolve local VLM runtime for scene fix
499,94d75d63,2026-04-07T14:00:38-07:00,success,135168,38930304,Add VLM verdicts to binary scene sweeps
500,4c4a24da,2026-04-07T14:16:43-07:00,success,135168,38930304,Expand VLM scene pack trust metrics
501,70701d95,2026-04-07T14:20:32-07:00,success,135168,38930304,Add VLM scene pack hand review page
502,a0eb6d85,2026-04-08T08:45:05-07:00,success,135168,38930304,Add single-frame scene annotation review tool
503,4c0df760,2026-04-08T08:46:18-07:00,success,135168,38930304,Fix scene review server absolute frame paths
504,68377f07,2026-04-08T08:52:57-07:00,success,135168,38930304,Add title screen and Johnny capture to scene review
505,eb8aa91d,2026-04-08T08:55:16-07:00,success,135168,38930304,Simplify scene review to single-image tagging
506,e89df15c,2026-04-08T08:56:03-07:00,success,135168,38930304,Move scene review navigation above image
507,b1606554,2026-04-08T08:57:22-07:00,success,135168,38930304,Fix scene review image load after nav cleanup
508,0e55b3b1,2026-04-08T08:58:03-07:00,success,135168,38930304,Shrink scene review screenshot display
509,6fc91981,2026-04-08T08:58:48-07:00,success,135168,38930304,Add quick screen-state buttons to scene review
510,4a9d9b9a,2026-04-08T08:59:54-07:00,success,135168,38930304,Add ocean and island quick review buttons
511,009cf45b,2026-04-08T09:07:35-07:00,success,135168,38930304,Make scene review controls uniform size
512,3c243b7a,2026-04-08T09:10:24-07:00,success,135168,38930304,Add scene review carry-forward and finish actions
513,c40fab30,2026-04-08T09:31:56-07:00,success,135168,38930304,Add late-start PS1 scene capture filtering
514,1f8653b7,2026-04-08T09:45:05-07:00,success,135168,38930304,Thread late-start capture through PS1 checks
515,414e313d,2026-04-08T09:54:21-07:00,success,135168,38930304,Add late-start filtering to binary scene sweeps
516,c3502e17,2026-04-08T10:04:16-07:00,success,135168,38930304,Default PS1 scene tools to late capture windows
517,cb9f27b0,2026-04-08T10:14:50-07:00,success,135168,38930304,Preserve scene tail when capture starts late
518,0f03cf53,2026-04-08T10:26:18-07:00,success,135168,38930304,Default reference capture to late scene windows
519,056d8b13,2026-04-08T10:27:57-07:00,success,135168,38930304,Use filtered frames for reference capture output
520,e9e0556b,2026-04-08T10:34:52-07:00,success,135168,38930304,Write final result JSON for reference captures
521,cc60cd38,2026-04-08T10:44:55-07:00,success,135168,38930304,Rewrite reference result paths to kept artifacts
522,1c044521,2026-04-08T11:04:50-07:00,success,135168,38930304,Filter legacy scene review inputs by start frame
523,121e6fd1,2026-04-08T11:35:50-07:00,success,135168,38930304,Aim fishing review at near-correct late frames
524,ae9caa5d,2026-04-08T11:49:20-07:00,success,135168,38930304,Use reviewed scene capture windows
525,44d8b4c1,2026-04-08T11:56:00-07:00,success,135168,38930304,Use scene windows in legacy frame filters
526,9ac5797f,2026-04-08T11:57:54-07:00,success,135168,38930304,Align compare windows to reviewed scene starts
527,c32aa8dd,2026-04-08T12:05:08-07:00,success,135168,38930304,Use reviewed windows in batch scene regtests
528,0251b83d,2026-04-08T12:15:37-07:00,success,135168,38930304,Use reviewed windows in audit scene runs
529,83d010c1,2026-04-08T12:25:57-07:00,success,135168,38930304,Support seeded reviewed reference captures
530,cc30d4ee,2026-04-08T12:35:43-07:00,success,135168,38930304,Fix audit batch empty start-frame forwarding
531,1250f39b,2026-04-08T12:45:43-07:00,success,135168,38930304,Clarify reviewed scene-start defaults
532,91137a57,2026-04-08T12:55:42-07:00,success,135168,38930304,Use reviewed windows in host scene capture
533,ef7dfdcb,2026-04-08T13:05:54-07:00,success,135168,38930304,Add late-window filtering to run-regtest
534,dbb47e15,2026-04-08T13:17:28-07:00,success,135168,38930304,Pass late windows through Docker regtest path
535,25b535c3,2026-04-08T13:39:42-07:00,success,135168,38930304,Use reviewed windows in host review refresh
536,ad8232ca,2026-04-08T13:47:35-07:00,success,135168,38930304,Fix reviewed-window host review verifier
537,77114c67,2026-04-08T13:57:42-07:00,success,135168,38930304,Default regtest-scene to reviewed windows
538,15ed20ed,2026-04-08T14:07:23-07:00,success,135168,38930304,Fix regtest scene capture-range defaults
539,5bcce5ff,2026-04-08T14:17:59-07:00,success,135168,38930304,Fix nested regtest frame filtering
540,5557cfcc,2026-04-08T14:27:19-07:00,success,135168,38930304,Fix nested regtest analysis frame discovery
541,8721b7b2,2026-04-08T14:37:09-07:00,success,135168,38930304,Fix nested result frame filtering
542,c3ecb17b,2026-04-08T14:47:01-07:00,success,135168,38930304,Fix nested regtest run rendering
543,580b0bf3,2026-04-08T14:56:54-07:00,success,135168,38930304,Fix nested stable-tail frame discovery
544,fdf684ff,2026-04-08T15:07:22-07:00,success,135168,38930304,Fix nested reference frame indexing
545,934d9675,2026-04-08T15:17:27-07:00,success,135168,38930304,Fix nested VLM frame collection
546,b43f458e,2026-04-08T15:27:29-07:00,success,135168,38930304,Fix nested classifier frame collection
547,833c7e4c,2026-04-08T15:37:40-07:00,success,135168,38930304,Fix nested scene sequence loading
548,4f2102cd,2026-04-08T15:47:50-07:00,success,135168,38930304,Fix nested compare timeline loading
549,e0d293cc,2026-04-08T15:58:14-07:00,success,135168,38930304,Fix nested VLM frame dir resolution
550,0f4f1d25,2026-04-08T16:08:25-07:00,success,135168,38930304,Fix nested sequence run frame maps
551,d07903f5,2026-04-08T16:18:14-07:00,success,135168,38930304,Fix nested visual calibration frame scans
552,e40d1da9,2026-04-08T16:28:30-07:00,success,135168,38930304,Fix flat reference scene discovery
553,c1989142,2026-04-08T16:38:54-07:00,success,135168,38930304,Recurse sequence frame leaf discovery
554,8a04d44f,2026-04-08T16:49:14-07:00,success,135168,38930304,Support flat analysis baselines
555,d79a506f,2026-04-08T16:59:05-07:00,success,135168,38930304,Fallback character truth frame numbers
556,8c62bd14,2026-04-08T17:09:04-07:00,success,135168,38930304,Recurse character truth metadata discovery
557,b4ceda47,2026-04-08T17:19:42-07:00,success,135168,38930304,Handle nested semantic truth metadata
558,6e9bdc4a,2026-04-08T17:29:14-07:00,success,135168,38930304,Recurse frame meta review inputs
559,9cbd71e7,2026-04-08T17:39:22-07:00,success,135168,38930304,Recurse host script index metadata
560,fb30d0f6,2026-04-08T17:49:57-07:00,success,135168,38930304,Find nested character sidecars
561,27eb5fa0,2026-04-08T18:01:29-07:00,success,135168,38930304,Recurse frame meta regression lookup
562,34e9399e,2026-04-08T18:02:38-07:00,success,135168,38930304,Fix nested PS1 check frame lookup
563,25b2cc85,2026-04-08T18:09:46-07:00,success,135168,38930304,Fix nested host capture frame metadata
564,aa9009d3,2026-04-08T18:19:56-07:00,success,135168,38930304,Fix nested reference capture metadata
565,d06c21c7,2026-04-08T18:31:06-07:00,success,135168,38930304,Resolve nested host review key-frame metadata
566,25481340,2026-04-08T18:40:34-07:00,success,135168,38930304,Allow nested host review meta links
567,ec92eb4a,2026-04-08T18:50:51-07:00,success,135168,38930304,Render real nested frame-meta links
568,752facd8,2026-04-08T19:00:59-07:00,success,135168,38930304,Harden capture regression scene slugs
569,bea945f3,2026-04-08T19:11:42-07:00,success,135168,38930304,Allow deep nested host review meta links
570,8456b067,2026-04-08T19:22:19-07:00,success,135168,38930304,Render real frame regression asset paths
571,a42cb119,2026-04-08T19:31:13-07:00,success,135168,38930304,Normalize host reference metadata paths
572,e7891f08,2026-04-08T19:41:05-07:00,success,135168,38930304,Record host reference sidecar path
573,0f0b9233,2026-04-08T19:51:31-07:00,success,135168,38930304,Resolve relative scene reference frames
574,16183c81,2026-04-08T20:01:31-07:00,success,135168,38930304,Fix per-scene compare fallback window
575,b1f0d0ee,2026-04-08T20:11:50-07:00,success,135168,38930304,Fix frame-meta fallback asset roots
576,7bfb7ccd,2026-04-08T20:21:55-07:00,success,135168,38930304,Align compare fallback reference path
577,4dee37a6,2026-04-08T20:32:31-07:00,success,135168,38930304,Default binlib compare to reviewed window
578,19eed22c,2026-04-08T20:42:10-07:00,success,135168,38930304,Preserve review output on compare failure
579,73d79497,2026-04-08T20:52:53-07:00,success,135168,38930304,Default compare to reviewed scene windows
580,2b4f44ff,2026-04-08T21:02:24-07:00,success,135168,38930304,Normalize compare fallback alignment mode
581,a60c894f,2026-04-08T21:12:31-07:00,success,135168,38930304,Infer compare scenes from directory names
582,d77a7e7c,2026-04-08T21:22:55-07:00,success,135168,38930304,Fix compare timeline fallback frame loading
583,0658be54,2026-04-08T21:32:58-07:00,success,135168,38930304,Fix nested frame meta review image paths
584,66fce844,2026-04-08T21:44:50-07:00,success,135168,38930304,Preserve host expectation image paths
585,11390644,2026-04-08T21:46:57-07:00,success,135168,38930304,Preserve character truth frame paths
586,896f57d7,2026-04-08T21:53:19-07:00,success,135168,38930304,Preserve VLM review frame paths
587,a99a11cc,2026-04-08T22:03:27-07:00,success,135168,38930304,Resolve host identification frame paths
588,c055239a,2026-04-08T22:13:26-07:00,success,135168,38930304,Resolve VLM scene pack image paths
589,51dd6341,2026-04-08T22:23:55-07:00,success,135168,38930304,Resolve host repro frame paths
590,3f970fbb,2026-04-08T22:33:48-07:00,success,135168,38930304,Resolve capture regression asset paths
591,86998b55,2026-04-08T22:43:45-07:00,success,135168,38930304,Resolve host expectation fallback paths
592,42c185a0,2026-04-08T22:53:51-07:00,success,135168,38930304,Resolve VLM heuristic fallback paths
593,7cca740a,2026-04-08T23:04:17-07:00,success,135168,38930304,Resolve host expectation report-relative images
594,e1374e28,2026-04-08T23:14:19-07:00,success,135168,38930304,Resolve host identification review links
595,5b6df0b9,2026-04-08T23:25:21-07:00,success,135168,38930304,Resolve relative vision inventory paths
596,00855267,2026-04-08T23:35:05-07:00,success,135168,38930304,Publish portable vision pipeline paths
597,a286f996,2026-04-08T23:44:51-07:00,success,135168,38930304,Publish portable reference pipeline manifest
598,16cfc1b2,2026-04-08T23:54:59-07:00,success,135168,38930304,Resolve portable vision manifest paths
599,723ddb4b,2026-04-09T00:04:58-07:00,success,135168,38930304,Use relative vision checksum paths
600,873bca4e,2026-04-09T00:15:28-07:00,success,135168,38930304,Resolve portable VLM bank manifest paths
601,770840ae,2026-04-09T00:25:24-07:00,success,135168,38930304,Use relative host baseline manifest paths
602,45ee19d9,2026-04-09T00:35:43-07:00,success,135168,38930304,Infer host manifest roots from file path
603,25c845f5,2026-04-09T00:46:40-07:00,success,135168,38930304,Publish portable host review index paths
604,0b3294b0,2026-04-09T00:56:10-07:00,success,135168,38930304,Publish portable host review frame paths
605,08934314,2026-04-09T01:06:00-07:00,success,135168,38930304,Resolve host expectation images from manifest root
606,45e0bebd,2026-04-09T01:16:19-07:00,success,135168,38930304,Resolve host identification paths from manifest root
607,86e6540a,2026-04-09T01:26:03-07:00,success,135168,38930304,Infer host expectation manifest roots
608,73bb4c14,2026-04-09T01:37:11-07:00,success,135168,38930304,Resolve host identification top links
609,35339b88,2026-04-09T01:46:25-07:00,success,135168,38930304,Accept portable host review manifest extras
610,87b82e6d,2026-04-09T01:57:50-07:00,success,135168,38930304,Publish portable host review summary paths
611,5be4a24a,2026-04-09T02:08:40-07:00,success,135168,38930304,Accept portable host review refresh paths
612,0527ae3f,2026-04-09T02:17:31-07:00,success,135168,38930304,Resolve capture regression top links
613,a65c6752,2026-04-09T02:27:45-07:00,success,135168,38930304,Resolve character truth roots from report bundle
614,2d6c420f,2026-04-09T02:37:08-07:00,success,135168,38930304,Infer character truth roots from files
615,592ed39c,2026-04-09T02:47:09-07:00,success,135168,38930304,Resolve host expectation fallback root
616,2e0f660d,2026-04-09T02:58:40-07:00,success,135168,38930304,Harden VLM heuristic review image resolution
617,e780da8d,2026-04-09T03:07:39-07:00,success,135168,38930304,Resolve VLM scene pack bundle paths
618,4d476fef,2026-04-09T03:17:52-07:00,success,135168,38930304,Fix nested VLM scene pack analysis links
619,e924f3e9,2026-04-09T03:28:14-07:00,success,135168,38930304,Resolve compare timeline bundle assets
620,8102a5c8,2026-04-09T03:38:00-07:00,success,135168,38930304,Allow validating copied vision bundles
621,822d9e3d,2026-04-09T03:47:41-07:00,success,135168,38930304,Allow checksumming copied vision bundles
622,00a66021,2026-04-09T04:00:07-07:00,success,135168,38930304,Allow publishing copied vision bundles
623,df2b4e99,2026-04-09T04:01:17-07:00,success,135168,38930304,Derive vision pipeline root from checkout
624,427f336c,2026-04-09T04:02:25-07:00,success,135168,38930304,Use portable HTML links in vision publisher
625,09651877,2026-04-09T04:08:21-07:00,success,135168,38930304,Use repo-relative defaults in vision publisher
626,8bdb3f8b,2026-04-09T04:18:25-07:00,success,135168,38930304,Use repo-relative default vision validator root
627,91c4b03b,2026-04-09T04:28:19-07:00,success,135168,38930304,Use repo-relative default vision checksum root
628,874ec3d8,2026-04-09T04:38:51-07:00,success,135168,38930304,Generalize VLM worktree bank fallback
629,fd557b6d,2026-04-09T04:49:26-07:00,success,135168,38930304,Auto-resolve VLM bank in scene fix
630,7c9fa6d9,2026-04-09T04:58:49-07:00,success,135168,38930304,Use auto-resolved bank in VLM scene analysis
631,e60bdc89,2026-04-09T05:09:54-07:00,success,135168,38930304,Auto-resolve VLM bank in review wrapper
632,d117fe08,2026-04-09T05:19:18-07:00,success,135168,38930304,Drop stale VLM bank hint from setup
633,0e77ca1d,2026-04-09T05:29:18-07:00,success,135168,38930304,Use current selfcheck default in vision publisher
634,eac7840c,2026-04-09T05:39:44-07:00,success,135168,38930304,Validate vision bundle counts by consistency
635,362cf124,2026-04-09T05:49:44-07:00,success,135168,38930304,Checksum manifest-referenced vision artifacts
636,0bf1914c,2026-04-09T05:59:49-07:00,success,135168,38930304,Validate vision bundle scene IDs
637,6da09f06,2026-04-09T06:10:09-07:00,success,135168,38930304,Validate artifact catalog scene IDs
638,7cd8da53,2026-04-09T06:20:12-07:00,success,135168,38930304,Validate artifact catalog scene paths
639,67759bf9,2026-04-09T06:30:17-07:00,success,135168,38930304,Validate artifact catalog top-level files
640,c9ada456,2026-04-09T06:40:42-07:00,success,135168,38930304,Validate manifest-referenced vision files
641,9ac59812,2026-04-09T06:50:38-07:00,success,135168,38930304,Validate manifest top-level bundle files
642,682335ba,2026-04-09T07:00:53-07:00,success,135168,38930304,Validate artifact catalog reference sections
643,1cb9bb91,2026-04-09T07:10:54-07:00,success,135168,38930304,Validate manifest and catalog path parity
644,a16a64ab,2026-04-09T07:21:05-07:00,success,135168,38930304,Validate manifest reference counts
645,9043122a,2026-04-09T07:31:13-07:00,success,135168,38930304,Validate top-level manifest catalog parity
646,03464dfd,2026-04-09T07:42:52-07:00,success,135168,38930304,Validate full top-level catalog parity
647,b4d04c9a,2026-04-09T07:43:56-07:00,success,135168,38930304,Validate per-scene vision artifact rows
648,50ca811e,2026-04-09T07:44:34-07:00,success,135168,38930304,Validate required vision top-level catalog keys
649,93244cb2,2026-04-09T07:51:40-07:00,success,135168,38930304,Validate complete vision reference sections
650,8a6fba29,2026-04-09T08:01:53-07:00,success,135168,38930304,Validate vision scene count rows
651,d95d2bd6,2026-04-09T08:12:01-07:00,success,135168,38930304,Validate vision frame count rows
652,e8a770e2,2026-04-09T08:22:18-07:00,success,135168,38930304,Validate derived vision scene summaries
